Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Skymind Global,https://www.crunchbase.com/organization/skymind-global,"Corporate Venture Capital, Incubator, Private Equity Firm, Venture Debt",6,,"London, England, United Kingdom","Early Stage Venture, Non Equity Assistance, Private Equity, Seed","Skymind Global is a software company that provides web apps, artificial intelligence infrastructure, machine learning, and IT solutions.","Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.skymind.global/,https://www.linkedin.com/company/skymindglobal/,6,6,
NoBa Capital,https://www.crunchbase.com/organization/noba-capital,"Angel Group, Venture Capital",6,,"London, England, United Kingdom","Early Stage Venture, Seed",NoBa Capital invests in early-stage tech-enabled businesses that are shaping The Future of Work.,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,http://www.nobacap.com,https://www.linkedin.com/company/noba-capital,6,4,
Investing Women,https://www.crunchbase.com/organization/investing-women,Angel Group,6,,"Edinburgh, Edinburgh, City of, United Kingdom",Seed,Investing Women is a growing community of women angel investors.,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,http://www.investingwomen.co.uk/,http://www.linkedin.com/company/investing-women,6,1,
Harbr,https://www.crunchbase.com/organization/harbr-aa18,"Accelerator, Angel Group, Incubator, Investment Bank, Micro VC, Syndicate",6,,"London, England, United Kingdom","Early Stage Venture, Seed",Harbr is an accelerator and venture builder for health technology businesses.,"Europe, Middle East, and Africa (EMEA)",2018-05-01,month,http://harbr.io,https://www.linkedin.com/company/harbrventures,6,,
350 PPM,https://www.crunchbase.com/organization/350-ppm,"Accelerator, Incubator",6,,"London, England, United Kingdom","Early Stage Venture, Seed","350 PPM is an environmental incubator, brokerage and trading house specialising in green, socially responsible and ethical investments.","Europe, Middle East, and Africa (EMEA)",2015-01-01,year,https://350ppm.co.uk/,https://www.linkedin.com/company/350-ppm-ltd/,6,1,
The Brkfst Club,https://www.crunchbase.com/organization/the-brkfst-club,"Angel Group, Private Equity Firm, Venture Capital",6,1,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Private Equity, Seed",The Brkfst Club focuses on gathering like-minded individuals to invest in ground breaking ideas.,"Europe, Middle East, and Africa (EMEA)",2021-07-15,day,https://brkfst.club/,https://www.linkedin.com/company/the-brkfst-club/,6,,1
Rocketmakers,https://www.crunchbase.com/organization/rocketmakers,Incubator,6,,"Bath, Bath and North East Somerset, United Kingdom",Seed,"Rocketmakers is a software development company that expertise in web, cloud design, app building, and software solutions.","Europe, Middle East, and Africa (EMEA)",2007-01-01,year,http://www.rocketmakers.com/,https://www.linkedin.com/company/rocketmakers/,6,5,
Subak,https://www.crunchbase.com/organization/subak,Accelerator,6,,"London, England, United Kingdom",Early Stage Venture,"Subak runs an accelerator, fellowship and data coop to support individuals and organisations using data and tech to address climate change.","Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://subak.org/,https://www.linkedin.com/company/the-climate-subak/about/,6,6,
T0 Ventures,https://www.crunchbase.com/organization/t0-ventures,"Micro VC, Private Equity Firm, Venture Capital",6,1,"London, England, United Kingdom","Early Stage Venture, Private Equity, Seed","T0 Ventures investment professionals, both private equity and venture capital.","Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://www.t0ventures.com,,6,,
Fortunis Capital,https://www.crunchbase.com/organization/fortunis-capital,"Accelerator, Venture Capital",6,,"London, England, United Kingdom","Debt, Early Stage Venture, Late Stage Venture, Seed, Venture","Fortunis Capital specialises in providing secure Investment opportunities, with fixed returns, to HNW Individuals in the UK","Europe, Middle East, and Africa (EMEA)",2018-02-20,day,http://www.fortuniscapital.co.uk/,https://www.linkedin.com/company/fortunis-capital-group/about/,5,4,
Waveline Ventures,https://www.crunchbase.com/organization/waveline-investments,"Micro VC, Venture Capital",6,,"London, England, United Kingdom",Early Stage Venture,"Waveline invests in early-stage startups developing tech solutions for the construction, real estate and infrastructure industries","Europe, Middle East, and Africa (EMEA)",2019-01-02,day,http://www.waveline.vc,https://www.linkedin.com/company/13032581/admin/,6,,
Datainsight.io,https://www.crunchbase.com/organization/datainsight-io-2,Angel Group,6,3,"London, England, United Kingdom",,"Angel Investor in Big Data, Machine Learning, Market Places","Europe, Middle East, and Africa (EMEA)",2014-10-01,day,http://www.datainsight.io/,,6,,
Xeibo Ventures,https://www.crunchbase.com/organization/xeibo-ventures,"Angel Group, Fund Of Funds, Venture Capital",6,,"London, England, United Kingdom","Early Stage Venture, Private Equity, Seed, Venture","Early stage VC with focus in Web3, Blockchain & Crypto startups. Investment & Fund Advisory firm with strong financial & technical expertise","Europe, Middle East, and Africa (EMEA)",2021-12-02,day,https://xeiboventures.com/,https://www.linkedin.com/company/xeibo-capital,6,,
Discovery Investment Fund,https://www.crunchbase.com/organization/discovery-investment-fund,"Angel Group, Micro VC, Syndicate",6,,"Broughty Ferry, Dundee City, United Kingdom","Early Stage Venture, Seed",Discovery Investment Fund provides insurance options and investment advice.,"Europe, Middle East, and Africa (EMEA)",2006-01-01,year,https://www.discoveryinvestmentfund.co.uk,https://www.linkedin.com/company/discovery-investment-fund-limited,3,2,
Cornerstone Partners,https://www.crunchbase.com/organization/cornerstone-partners-26d0,Angel Group,6,,"London, England, United Kingdom","Early Stage Venture, Seed",Cornerstone Partners is an angel syndicate which backs exceptional black and diverse founders across the UK.,"Europe, Middle East, and Africa (EMEA)",,,https://cornerstonepartners.co.uk/,https://www.linkedin.com/company/cornerstonepartners/,6,3,
Accelerate@Babraham,https://www.crunchbase.com/organization/accelerate-babraham,"Accelerator, Incubator",6,,"Cambridge, Cambridgeshire, United Kingdom",Grant,Accelerate@Babraham is the incubation programme of the Babraham Research Campus.,"Europe, Middle East, and Africa (EMEA)",,,https://www.babraham.com/accelerate-babraham,https://www.linkedin.com/company/bbtltd,6,5,
T2M Holding,https://www.crunchbase.com/organization/t2m-capital,Angel Group,6,,"London, England, United Kingdom","Early Stage Venture, Seed",T2M is an investment company focused on early stage (seed) investments in the UK and the Americas.,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,http://www.t2mcapital.com,https://www.linkedin.com/in/cesaraya/,6,,
Last Mile Money,https://www.crunchbase.com/organization/last-mile-money,Accelerator,6,,"London, England, United Kingdom","Grant, Seed",Last Mile Money is a collabrative network focused on connecting underserved communities to the digital economy.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://lastmile.money/,https://www.linkedin.com/company/ideo-last-mile-money/,6,6,
Startupbootcamp Scale San Francisco,https://www.crunchbase.com/organization/startupbootcamp-scale-san-francisco,"Accelerator, Entrepreneurship Program",6,,"London, England, United Kingdom",Seed,Startupbootcamp Scale San Francisco is an innovation program for post-revenue technology startups from all over the globe.,"Europe, Middle East, and Africa (EMEA)",2018-01-02,day,https://www.startupbootcamp.org/accelerator/scale-san-francisco/,https://www.linkedin.com/showcase/startupbootcampscale/,6,,
TTT GLOBAL,https://www.crunchbase.com/organization/ttt-global-group,"Accelerator, Incubator, Private Equity Firm",6,,"London, England, United Kingdom","Early Stage Venture, Private Equity, Seed, Venture",Investment and Project Development,"Europe, Middle East, and Africa (EMEA)",2014-01-10,day,https://www.tttglobal.co.uk/,https://www.linkedin.com/company/tttglobal/,5,3,
Iconic World Limited,https://www.crunchbase.com/organization/iconic-world-limited,Accelerator,6,,"Seaford, East Sussex, United Kingdom",Late Stage Venture,Iconic World Limited is a family office investing in early stage innovative starts-ups in the ASEAN and wider APAC region.,"Europe, Middle East, and Africa (EMEA)",,,,,1,1,
United Utilities Innovation Lab,https://www.crunchbase.com/organization/united-utilities-innovation-lab,Accelerator,6,1,"Warrington, Warrington, United Kingdom","Early Stage Venture, Late Stage Venture, Seed","A unique opportunity for innovative businesses to collaborate with United Utilities, helping to tackle key business challenges.","Europe, Middle East, and Africa (EMEA)",2018-02-01,month,https://www.unitedutilities.com/corporate/about-us/innovation/innovation-lab/innovation-lab-5-categories/,https://www.linkedin.com/company/united-utilities/,6,6,
InterTradeIreland Seedcorn Investor Readiness Competition,https://www.crunchbase.com/organization/intertradeireland-seedcorn-investor-readiness-competition,Accelerator,6,,"Newry, Newry and Mourne, United Kingdom","Grant, Venture",InterTradeIreland Seedcorn Investor Readiness Competition contest mirrors the real-life investment process.,"Europe, Middle East, and Africa (EMEA)",2001-01-01,year,https://intertradeireland.com/funding/seedcorn,https://www.linkedin.com/company/intertradeireland,6,4,
University of Surrey,https://www.crunchbase.com/organization/university-of-surrey,Incubator,5,,"Guildford, Surrey, United Kingdom",,"The University of Surrey is located on a beautiful, leafy campus in Guildford.","Europe, Middle East, and Africa (EMEA)",1966-01-01,year,https://www.surrey.ac.uk/,http://www.linkedin.com/company/university-of-surrey,5,,
Reward Finance Group,https://www.crunchbase.com/organization/reward-finance-group,Venture Debt,5,1,"Leeds, Leeds, United Kingdom",,Reward Finance Group offers a finance solutions that is put together to meet specific business needs.,"Europe, Middle East, and Africa (EMEA)",2011-01-01,year,http://www.rewardfinancegroup.com/,https://in.linkedin.com/company/reward-capital,5,5,1
AshGrove Capital,https://www.crunchbase.com/organization/ashgrove-capital,Venture Debt,5,2,"London, England, United Kingdom",Debt,AshGrove Capital is an independent London-based pan-European credit manager.,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://ashgrovecap.com ,https://www.linkedin.com/company/ashgrove-capital-llp ,4,4,
Astel Ventures,https://www.crunchbase.com/organization/astel-ventures,"Incubator, Syndicate",5,,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture","We offer founders & investors AI-powered tools for efficient fundraising, backed by 20+ years of tech and investment experience.","Europe, Middle East, and Africa (EMEA)",2020-07-01,month,https://astelventures.com,https://www.linkedin.com/company/astelv/,5,,
SuperCharger Ventures,https://www.crunchbase.com/organization/supercharger-ventures,Accelerator,5,,"London, England, United Kingdom","Early Stage Venture, Seed",SuperCharger Ventures is a EdTech accelerator dedicated to business development.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://superchargerventures.com,https://www.linkedin.com/company/supercharger-ventures,5,,
Newable,https://www.crunchbase.com/organization/newable,Angel Group,5,,"London, England, United Kingdom",Seed,"Newable provides finance, consulting, and property services for start-ups, and small and medium-sized businesses in the UK.","Europe, Middle East, and Africa (EMEA)",1982-01-01,year,https://www.newable.co.uk/,https://www.linkedin.com/company-beta/15222947/,5,2,
Saxon,https://www.crunchbase.com/organization/saxon-advisors,"Accelerator, Venture Capital",5,,"London, England, United Kingdom","Early Stage Venture, Initial Coin Offering, Seed",Saxon is a London-based boutique advisory firm that specialises in crypto assets.,"Europe, Middle East, and Africa (EMEA)",2018-04-01,day,https://www.saxon.xyz,https://www.linkedin.com/company/saxon-advisors/,5,,
Geometry,https://www.crunchbase.com/organization/geometry-5f15,"Incubator, Venture Capital",5,,"London, England, United Kingdom",Early Stage Venture,"Geometry builds and invests in companies and protocols leveraging deep mathematics, cryptography and engineering.","Europe, Middle East, and Africa (EMEA)",,,https://geometry.xyz/,https://www.linkedin.com/company/geometryresearch/,5,2,
Channel Capital Advisors,https://www.crunchbase.com/organization/channel-capital-advisors,Venture Debt,5,,"London, England, United Kingdom",Debt,Channel Capital Advisors manages debt capital funds to facilitate term working capital debt financings.,"Europe, Middle East, and Africa (EMEA)",2006-01-01,year,https://channelcapital.io/,https://www.linkedin.com/company/channel-capital-advisors/,5,5,
EBRD AgVenture,https://www.crunchbase.com/organization/ebrd-agventure,Startup Competition,5,,"London, England, United Kingdom",Grant,EBRD AgVenture connect with investors and discover what they are looking for in food and agri-tech start-ups.,"Europe, Middle East, and Africa (EMEA)",,,https://agventure.ebrdevents.com/agenda/Index,,5,5,
Athene Capital,https://www.crunchbase.com/organization/athene-capital,"Private Equity Firm, Venture Capital, Venture Debt",5,2,"London, England, United Kingdom","Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed","Athene Capital Group spans private equity, venture capital, growth capital, project finance and private debt.","Europe, Middle East, and Africa (EMEA)",2014-01-01,year,http://www.athenecapital.com/,https://www.linkedin.com/company/triangle-growth-partners,5,2,2
