Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Seed Round - BERLIN GREEN,https://www.crunchbase.com/funding_round/berlingreen-seed--f6f04ad6,BERLIN GREEN,https://www.crunchbase.com/organization/berlingreen,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-03-10,Seed,,,,Yes,"Berlin Green is a gardening company that offers growing plants in homes using an automated daylight system, smart watering, and sensors.","Cannabis, Consumer Electronics, Internet of Things",,https://berlingreen.com/,,,,,Seed,3,,1,,bValue Fund,"35,453"
Seed Round - Bestgameprice.net,https://www.crunchbase.com/funding_round/bestgameprice-net-seed--01fea265,Bestgameprice.net,https://www.crunchbase.com/organization/bestgameprice-net,Seed,"Berlin, Berlin, Germany, Europe",300000,EUR,364661,2021-01-01,Seed,,,,Yes,Bestgameprice.net is a price-comparison platform for video games and is a home to quality content all about gaming.,Gaming,,https://www.bestgameprice.net,,300000,EUR,364661,Seed,1,,1,,23 Studios,"167,538"
Seed Round - BettaF!sh,https://www.crunchbase.com/funding_round/bettaf-sh-seed--e254b2bd,BettaF!sh,https://www.crunchbase.com/organization/bettaf-sh,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-04-21,Seed,,,,Yes,BettaF!sh is a manufacturing company that focuses on developing plant-based tuna alternatives.,"Food and Beverage, Food Processing, Manufacturing, Plant-Based Foods, Seafood, Snack Food",,https://bettafish.co,,,,,Seed,2,,1,,The Venture Collective,"241,993"
Seed Round - Betteries,https://www.crunchbase.com/funding_round/betteries-seed--69ab468a,Betteries,https://www.crunchbase.com/organization/betteries,Seed,"Berlin, Berlin, Germany, Europe",2100000,EUR,2471417,2021-03-29,Seed,,,,Yes,Betteries uses deep technology know-how and frontier market experience to deliver mobile and affordable power.,"Battery, Energy Storage, Renewable Energy",,https://betteries.com/,Less than $1M,2100000,EUR,2471417,Seed,2,"Extantia Capital, Factor[e] Ventures",2,2,"Extantia Capital, Factor[e] Ventures","369,635"
Pre Seed Round - biddz,https://www.crunchbase.com/funding_round/biddz-pre-seed--88e1ed20,biddz,https://www.crunchbase.com/organization/biddz,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-08-01,Seed,,,,Yes,"With biddz, you can now support your favourite artists by singing along to their songs or attending unique music events.",Music,,https://biddz.io,,4400000,EUR,4711102,Seed,2,,1,,Julien Arnold,"646,541"
Series C - Billie,https://www.crunchbase.com/funding_round/billie-io-series-c--f5522695,Billie,https://www.crunchbase.com/organization/billie-io,Series C,"Berlin, Berlin, Germany, Europe",86200000,EUR,100073836,2021-10-25,Late Stage Venture,465300000,EUR,540189746,Yes,"Billie is a fintech startup that provides Buy Now, Pay Later payment methods for the B2B market.","E-Commerce, Finance, Financial Services, FinTech, Small and Medium Businesses",,https://www.billie.io,$50M to $100M,349172542,USD,349172542,Late Stage Venture,5,Dawn Capital,10,5,"Creandum, Dawn Capital, Global Founders Capital, GR Capital, Klarna, Picus Capital, Rocket Internet, Speedinvest, Tencent, UNIQA Ventures","66,443"
Seed Round - biotx.ai,https://www.crunchbase.com/funding_round/biotx-ai-seed--01ad63e6,biotx.ai,https://www.crunchbase.com/organization/biotx-ai,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-11-08,Seed,,,,Yes,Biotx.ai delivers next-generation biomarkers as a basis for decision support in precision medicine.,"Artificial Intelligence (AI), Biotechnology, Pharmaceutical, Precision Medicine",,http://www.biotx.ai,$1M to $10M,,,,Seed,4,,1,1,PROTOCOL — by GETTYLAB,"667,933"
Pre Seed Round - Bird Eats Bug,https://www.crunchbase.com/funding_round/bird-eats-bug-pre-seed--e1554074,Bird Eats Bug,https://www.crunchbase.com/organization/bird-eats-bug,Pre-Seed,"Berlin, Berlin, Germany, Europe",1500000,EUR,1822620,2021-01-14,Seed,,,,Yes,Bird Eats Bug helps to report and fix bugs much faster.,"Collaboration, Developer Tools, Productivity Tools, Video",,https://thebirdeatsbug.com/,$1M to $10M,1500000,EUR,1822620,M&A,1,Nauta Capital,1,1,Nauta Capital,"605,283"
Venture Round - Blacklane,https://www.crunchbase.com/funding_round/blacklane-series-unknown--7dd5917b,Blacklane,https://www.crunchbase.com/organization/blacklane,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",22000000,EUR,25988386,2021-03-24,,,,,Yes,Blacklane is a professional chauffeur service that connects users to drivers through their mobile app.,"Apps, Hospitality, Mobile Apps, Professional Services, Tourism, Transportation, Travel",,http://www.blacklane.com,$1M to $10M,203447599,USD,203447599,Late Stage Venture,12,,9,1,"Al Fahim Group, ALSTIN Family GmbH, b2venture, car4you, Mercedes-Benz Group AG, Mutschler Ventures AG, Recruit Strategic Partners, RI Digital Ventures, Seed GmbH","580,270"
Pre Seed Round - Blue Farm,https://www.crunchbase.com/funding_round/blue-farm-pre-seed--b467a836,Blue Farm,https://www.crunchbase.com/organization/blue-farm,Pre-Seed,"Berlin, Berlin, Germany, Europe",1000000,EUR,1155630,2021-10-31,Seed,,,,Yes,"Food & Beverages, Impact, FMCG, Alternative Milk, e-Commerce","Farming, Food and Beverage, Nutrition",,https://www.bluefarm.co/,$10M to $50M,5000000,EUR,5287965,,4,,1,,Clima Now,"325,572"
Seed Round - Bluu Seafood,https://www.crunchbase.com/funding_round/bluu-bioscience-seed--87703239,Bluu Seafood,https://www.crunchbase.com/organization/bluu-bioscience,Seed,"Berlin, Berlin, Germany, Europe",7100000,EUR,8361302,2021-03-25,Seed,,,,Yes,Bluu Seafood Provides Sea Food Manufacturing Services.,"Food and Beverage, Food Processing, Manufacturing, Service Industry, Supply Chain Management",,https://bluu.bio/,$1M to $10M,23100000,EUR,25825710,Early Stage Venture,3,,7,,"Be8 Ventures, CPT Capital, Delivery Hero Ventures, Lever VC, Manta Ray Ventures, Mudcake, Norrsken VC","503,373"
Seed Round - Bluu Seafood,https://www.crunchbase.com/funding_round/bluu-bioscience-seed--201f7838,Bluu Seafood,https://www.crunchbase.com/organization/bluu-bioscience,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-05-11,Seed,,,,Yes,Bluu Seafood Provides Sea Food Manufacturing Services.,"Food and Beverage, Food Processing, Manufacturing, Service Industry, Supply Chain Management",,https://bluu.bio/,$1M to $10M,23100000,EUR,25825710,Early Stage Venture,3,,1,,Delivery Hero Ventures,"652,196"
Venture Round - BOOST Thyroid,https://www.crunchbase.com/funding_round/boost-by-vlm-health-series-unknown--95bab47f,BOOST Thyroid,https://www.crunchbase.com/organization/boost-by-vlm-health,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2021-01-19,,,,,Yes,BOOST Thyroid is the first digital and the only science solution helping people with thyroid disease prevent long-term health complications.,"Biotechnology, Health Care, Health Diagnostics, mHealth, Personal Health",,http://www.boostthyroid.com,,690405,USD,690405,,9,IBB Ventures,1,1,IBB Ventures,"399,347"
Seed Round - Bosque Foods,https://www.crunchbase.com/funding_round/kinoko-labs-seed--af1fd98a,Bosque Foods,https://www.crunchbase.com/organization/kinoko-labs,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-09-10,Seed,,,,Yes,Bosque Foods leverages the power of fungi to create whole-cut meats using clean ingredients and minimal processing.,Food and Beverage,,https://www.bosquefoods.com/,,3200000,EUR,3403011,Seed,4,,1,1,SOSV,"135,414"
Convertible Note - Bosque Foods,https://www.crunchbase.com/funding_round/kinoko-labs-convertible-note--203faf50,Bosque Foods,https://www.crunchbase.com/organization/kinoko-labs,Convertible Note,"Berlin, Berlin, Germany, Europe",,,,2021-09-10,,,,,No,Bosque Foods leverages the power of fungi to create whole-cut meats using clean ingredients and minimal processing.,Food and Beverage,,https://www.bosquefoods.com/,,3200000,EUR,3403011,Seed,4,,1,1,SOSV,"557,409"
Pre Seed Round - Bosque Foods,https://www.crunchbase.com/funding_round/kinoko-labs-pre-seed--52ed1788,Bosque Foods,https://www.crunchbase.com/organization/kinoko-labs,Pre-Seed,"Berlin, Berlin, Germany, Europe",200000,EUR,238310,2021-04-08,Seed,,,,Yes,Bosque Foods leverages the power of fungi to create whole-cut meats using clean ingredients and minimal processing.,Food and Beverage,,https://www.bosquefoods.com/,,3200000,EUR,3403011,Seed,4,,1,1,ProVeg Incubator,"609,509"
Angel Round - Brandhouse Berlin,https://www.crunchbase.com/funding_round/brandhouse-berlin-angel--48560a65,Brandhouse Berlin,https://www.crunchbase.com/organization/brandhouse-berlin,Angel,"Berlin, Berlin, Germany, Europe",,,,2021-01-01,Seed,,,,Yes,Brandhouse Berlin provides expertise in DTC & B2B marketing Supplychain (European & Sustainable) Operations.,"B2C, Supply Chain Management",,https://www.brandhouse.berlin/,,,,,Seed,2,,1,,ICLUB VC,"16,564"
Pre Seed Round - Briink,https://www.crunchbase.com/funding_round/briink-pre-seed--9c0bb9e4,Briink,https://www.crunchbase.com/organization/briink,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-01-01,Seed,,,,Yes,Briink builds AI tools and infrastructure for sustainable finance teams,Finance,,https://www.briink.com,$1M to $10M,3850000,EUR,4296870,Seed,2,Merantix Capital,1,,Merantix Capital,"294,782"
Series B - BRYTER,https://www.crunchbase.com/funding_round/bryter-series-b--5efa2dc0,BRYTER,https://www.crunchbase.com/organization/bryter,Series B,"Berlin, Berlin, Germany, Europe",66000000,USD,66000000,2021-04-07,Early Stage Venture,344000000,USD,344000000,Yes,BRYTER is a no-code software platform that automates and helps its users develop and build digital applications.,"Compliance, Enterprise Software, Industrial Automation, Legal Tech, SaaS, Software",,https://bryter.com,$10M to $50M,89000000,USD,89000000,Early Stage Venture,4,Tiger Global Management,5,2,"Accel, Cavalry Ventures, Dawn Capital, Notion Capital, Tiger Global Management","137,013"
Venture Round - BSCPad,https://www.crunchbase.com/funding_round/bscpad-series-unknown--bd7f3a87,BSCPad,https://www.crunchbase.com/organization/bscpad,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2021-04-18,,,,,Yes,The BSC Launch Pad is the first decentralized IDO platform for the Binance Smart Chain Network.,Finance,,https://www.bscpad.com/,,,,,,1,Meridian Capital,1,,Meridian Capital,"224,121"
Venture Round - bugshell,https://www.crunchbase.com/funding_round/bugshell-series-unknown--2ee2acf9,bugshell,https://www.crunchbase.com/organization/bugshell,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2021-08-06,,,,,Yes,"Cybersecurity, Penetration Testing, Phishing Simulation, Cybersecurity Testing","Cyber Security, Penetration Testing",,https://bugshell.com/,,,,,,1,HCS Beteiligungsgesellschaft,1,,HCS Beteiligungsgesellschaft,"53,943"
Seed Round - byways,https://www.crunchbase.com/funding_round/byways-seed--6970824d,byways,https://www.crunchbase.com/organization/byways,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-08-06,Seed,,,,Yes,byways is a digital dock and yard management system for logistics and supply chain management.,"Data Visualization, Enterprise Software, Supply Chain Management",,https://www.byways.io/,$1M to $10M,,,,Seed,1,Rider Global,4,,"Entrepreneur First, Reflex Capital, Rider Global, Venista Ventures","94,561"
Seed Round - Cadeia,https://www.crunchbase.com/funding_round/cadeia-gmbh-seed--45fba316,Cadeia,https://www.crunchbase.com/organization/cadeia-gmbh,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-11-04,Seed,,,,Yes,Cadeia offers a holistic and innovative solution for both issuers and investors of complex financial products.,"Blockchain, Financial Services, IT Infrastructure",,https://www.cadeia.co,,,,,Seed,2,Blockrocket,4,,"Bank Frick, Blockrocket, coinIX, Vanagon Ventures","53,442"
Pre Seed Round - CALIMA,https://www.crunchbase.com/funding_round/calima-safety-pre-seed--9dd9a640,CALIMA,https://www.crunchbase.com/organization/calima-safety,Pre-Seed,"Berlin, Berlin, Germany, Europe",325000,EUR,390470,2021-04-22,Seed,,,,Yes,CALIMA develops and distributes an emergency system for companies to protect lone workers in compliance with the law.,"Commercial, Consulting, Public Safety, Software",,https://www.calima.io,Less than $1M,325000,EUR,390470,Seed,1,,,,,"92,047"
Series B - Camunda,https://www.crunchbase.com/funding_round/camunda-series-b--98b8f674,Camunda,https://www.crunchbase.com/organization/camunda,Series B,"Berlin, Berlin, Germany, Europe",82000000,EUR,97843505,2021-03-22,Early Stage Venture,,,,Yes,"Camunda enables organizations to orchestrate processes across people, systems, and devices to overcome complexity and increase efficiency.","Enterprise Software, Information Technology, SaaS, Software",,http://www.camunda.com,$1M to $10M,107000000,EUR,126216131,Early Stage Venture,2,Insight Partners,2,1,"Highland Europe, Insight Partners","98,095"
Seed Round - Capabox,https://www.crunchbase.com/funding_round/capabox-seed--5e697481,Capabox,https://www.crunchbase.com/organization/capabox,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-10-01,Seed,,,,Yes,"An AI data driven digital marketplace platform, which mutually connects mentees with mentors in a real time environment",Education,,http://www.capabox.io,,,,,Seed,1,,,,,"121,082"
Pre Seed Round - carbmee GmbH,https://www.crunchbase.com/funding_round/carbmee-pre-seed--5dcd6e69,carbmee GmbH,https://www.crunchbase.com/organization/carbmee,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-06-06,Seed,,,,Yes,The carbon management solution for complex supply chains.,"Enterprise Applications, Software, Sustainability",,https://www.carbmee.com,$1M to $10M,20000000,EUR,20977114,Early Stage Venture,2,Fly Ventures,1,,Fly Ventures,"121,080"
Pre Seed Round - Careloop,https://www.crunchbase.com/funding_round/careloop-2eeb-pre-seed--e3a1d503,Careloop,https://www.crunchbase.com/organization/careloop-2eeb,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-03-30,Seed,,,,Yes,Careloop is an HR-tech and edutech startup with a healthcare focus.,Health Care,,http://www.careloop.io,,2000000,EUR,2146220,M&A,2,Swiss Founders Fund,4,,"HNC Capital AG, Klambt, Swiss Founders Fund, WestTech Ventures","528,549"
Series B - CarOnSale,https://www.crunchbase.com/funding_round/caronsale-series-b--1a692e38,CarOnSale,https://www.crunchbase.com/organization/caronsale,Series B,"Berlin, Berlin, Germany, Europe",60000000,USD,60000000,2021-11-16,Early Stage Venture,,,,Yes,Operator of B2B auction platform intended to digitize the lease-return and trade-in of cars.,"Automotive, Customer Service, Wholesale",,https://www.caronsale.de/,$1B to $10B,77462165,USD,77462165,Early Stage Venture,3,,2,,"HV Capital, Stripes","333,455"
Series B - Caspar Health,https://www.crunchbase.com/funding_round/caspar-health-series-b--96802e39,Caspar Health,https://www.crunchbase.com/organization/caspar-health,Series B,"Berlin, Berlin, Germany, Europe",9000000,EUR,10649778,2021-07-14,Early Stage Venture,,,,Yes,"Effective, recognized, clinically evaluated digital rehabilitation. For everyone - independent of time and location!","Health Care, Home Health Care, mHealth, Rehabilitation",,https://www.caspar-health.com/en,$1M to $10M,17300000,EUR,19907693,Early Stage Venture,5,Frog Capital,5,1,"Ananda Impact Ventures, Atlantic Labs, Frog Capital, Helmut Nanz, Planet Positive LP","232,899"
Pre Seed Round - CATHAGO,https://www.crunchbase.com/funding_round/cathago-pre-seed--b55cd9d0,CATHAGO,https://www.crunchbase.com/organization/cathago,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2021-05-01,Seed,,,,Yes,CATHAGO is a ConTech startup which increases efficiency in construction procurement with a cloud SaaS solution.,"Construction, SaaS, Software",,https://www.cathago.de/,$1M to $10M,,,,Seed,1,,4,,"Alexander Alscher, Kalodion GmbH, NCA, Stefan Zuschke","117,415"
Seed Round - CertifAI,https://www.crunchbase.com/funding_round/certifai-4329-seed--679111ac,CertifAI,https://www.crunchbase.com/organization/certifai-4329,Seed,"Berlin, Berlin, Germany, Europe",,,,2021-03-03,Seed,,,,Yes,CertifAI is an AI education platform.,Education,,,,,,,Seed,1,Skymind Global,1,1,Skymind Global,"130,151"
Seed Round - Chainflip,https://www.crunchbase.com/funding_round/chainflip-seed--3fc904ad,Chainflip,https://www.crunchbase.com/organization/chainflip,Seed,"Berlin, Berlin, Germany, Europe",6000000,USD,6000000,2021-08-19,Seed,,,,Yes,Chainflip is a decentralized automated market maker-based protocol.,"Blockchain, Software",,https://chainflip.io/,,19810000,USD,19810000,,3,Framework Ventures,23,1,"Alliance DAO, Altonomy, Apollo Crypto, AU21 Capital, Blockchain Capital, CMS Holdings, Coinbase Ventures, CTF Capital, D64 Ventures, Delphi Ventures, Digital Asset Capital Management, Distributed Global, Eden Block, eGirl Capital, Flex Dapps, Framework Ventures, Hypersphere Ventures, Maven 11 Capital, Mechanism Capital, MetaCartel Ventures, Morningstar Ventures, ParaFi Capital, Taureon","209,577"
